keywords,frequency,total_score,avg_intensity,classification
각퓨,2,22.360679774997898,5.0,Major Strength
복귀 선물,2,22.360679774997898,5.0,Major Strength
비스트 뽑기 성공,2,22.360679774997898,5.0,Major Strength
운빨 시험,2,22.360679774997898,5.0,Major Strength
현질 없이도 즐길 수 있음,2,22.360679774997898,5.0,Major Strength
쿠키 대사,2,22.360679774997898,5.0,Major Strength
스릴,2,22.360679774997898,5.0,Major Strength
힐링되는 게임 플레이,2,22.360679774997898,5.0,Major Strength
너무 재밌음,2,22.360679774997898,5.0,Major Strength
훌륭한 게임 디자인,2,22.360679774997898,5.0,Major Strength
아름다운 일러스트,2,22.360679774997898,5.0,Major Strength
진정한 재미,2,22.563580765582586,5.0,Major Strength
행운,2,22.563580765582586,5.0,Major Strength
존잼,2,22.563580765582586,5.0,Major Strength
중독성 있는 재미,2,22.563580765582586,5.0,Major Strength
몰입감 있는 전개,2,22.563580765582586,5.0,Major Strength
퓨어바닐라 각성,2,22.563580765582586,5.0,Major Strength
신선한 게임플레이,2,22.563580765582586,5.0,Major Strength
친구와의 협동,2,22.563580765582586,5.0,Major Strength
쿠키 종류가 많음,2,22.563580765582586,5.0,Major Strength
재미있는 이야기,2,22.563580765582586,5.0,Major Strength
완벽한 게임 플레이,2,22.68227023643381,5.0,Major Strength
뽑기 손맛,2,22.68227023643381,5.0,Major Strength
재미있는 캐릭터 조합,2,22.68227023643381,5.0,Major Strength
게임의 전반적인 완성도,2,22.68227023643381,5.0,Major Strength
게임 자체의 재미,2,22.68227023643381,5.0,Major Strength
쿠키런 킹덤의 매력,2,22.68227023643381,5.0,Major Strength
지속적인 개선,2,22.68227023643381,5.0,Major Strength
브금,2,22.68227023643381,5.0,Major Strength
스토리의 깊이,2,22.68227023643381,5.0,Major Strength
강력한 재미,2,22.68227023643381,5.0,Major Strength
성우의 목소리,2,22.68227023643381,5.0,Major Strength
예쁜 쿠키들,2,22.68227023643381,5.0,Major Strength
감사,2,22.766481756167277,5.0,Major Strength
매력적인 게임 디자인,2,22.766481756167277,5.0,Major Strength
사랑스러운 쿠키,2,22.766481756167277,5.0,Major Strength
친구와 함께하는 즐거움,2,22.766481756167277,5.0,Major Strength
흥미진진한 스토리 전개,2,22.831801285516967,5.0,Major Strength
귀여운 목소리,2,22.885171227018496,5.0,Major Strength
잘 나오는 쿠키,2,22.885171227018496,5.0,Major Strength
레전드 스토리,2,22.885171227018496,5.0,Major Strength
과금 유도 없음,2,22.885171227018496,5.0,Major Strength
쿠키 얻는 재미,2,22.885171227018496,5.0,Major Strength
왕국 건설의 재미,2,22.885171227018496,5.0,Major Strength
다양한 좋은 쿠키,2,22.885171227018496,5.0,Major Strength
신선한 게임 플레이,2,22.885171227018496,5.0,Major Strength
아름다운 스킨,2,22.93029486960619,5.0,Major Strength
각기 다른 개성의 쿠키,2,22.96938274675197,5.0,Major Strength
무과금으로도 즐길 수 있는 요소,2,22.96938274675197,5.0,Major Strength
풍성한 이벤트 보상,2,22.96938274675197,5.0,Major Strength
캐릭터 뽑기,4,23.160438752088204,4.25,Major Strength
무과금 유저도 재밌게 할 수 있음,2,23.206761688454407,5.0,Major Strength
뽑기 잘 나옴,2,23.325451159305626,5.0,Major Strength
전략적 요소,2,23.44050425727103,5.0,Major Strength
재미있는 왕국 꾸미기,2,23.454786321626784,5.0,Major Strength
애니메이션 퀄리티,2,23.51162049590161,5.0,Major Strength
스토리 내용,2,23.684316958022457,5.0,Major Strength
개성 넘치는 쿠키,2,23.696775189357254,5.0,Major Strength
이쁜 스킨,2,23.70578280015122,5.0,Major Strength
캐릭터 목소리,3,23.826223678951152,4.0,Major Strength
중독성 있는 뽑기 시스템,3,24.0,4.0,Major Strength
모션,3,24.018472661232565,4.0,Major Strength
광고가 적음,3,24.14518413044781,4.0,Major Strength
풍부한 초반 보상,2,24.15734134145844,5.0,Major Strength
뽑기하는 재미,3,24.290368260895622,4.0,Major Strength
친구와의 협동 플레이,3,24.290368260895622,4.0,Major Strength
뛰어난 퀄리티,2,24.330312558858438,5.0,Major Strength
광고 없는 게임,2,24.354818403242405,5.0,Major Strength
전략적인 플레이,3,24.3752955329074,4.0,Major Strength
새로운 요소,3,24.435552391343435,4.0,Major Strength
완벽한 스토리,2,24.65469089139451,5.0,Major Strength
콜라보,7,24.68628591493607,2.4285714285714284,Major Strength
신규 업데이트,3,27.18033988749895,4.333333333333333,Major Strength
귀여운 그래픽,3,27.18033988749895,4.333333333333333,Major Strength
탐험의 재미,3,27.18033988749895,4.333333333333333,Major Strength
광고 없는 환경,3,27.18033988749895,4.333333333333333,Major Strength
쉬운 조작,3,27.325524017946762,4.333333333333333,Major Strength
무과금으로도 즐길 수 있는 게임,3,27.325524017946762,4.333333333333333,Major Strength
풍성한 보상,3,27.325524017946762,4.333333333333333,Major Strength
보상이 많음,3,27.38324087808364,4.333333333333333,Major Strength
캐릭터 육성,3,27.38324087808364,4.333333333333333,Major Strength
쿠키 뽑기 재미,3,27.410451289958537,4.333333333333333,Major Strength
가족과 함께하는 재미,3,27.47070814839457,4.333333333333333,Major Strength
이쁜 쿠키,3,27.47070814839457,4.333333333333333,Major Strength
혜택,3,27.50193034893486,4.333333333333333,Major Strength
다양한 뽑기,3,27.50193034893486,4.333333333333333,Major Strength
무과금으로도 즐길 수 있음,3,27.52842500853145,4.333333333333333,Major Strength
도파민,3,27.67360913897926,4.333333333333333,Major Strength
재미있는 스킬,3,27.81625327112792,4.333333333333333,Major Strength
기분 좋은 경험,3,30.360679774997898,4.666666666666667,Major Strength
중독성 있는 게임성,3,30.360679774997898,4.666666666666667,Major Strength
캐릭터 퀄리티,3,30.360679774997898,4.666666666666667,Major Strength
오랜 시간 즐길 수 있는 재미,3,30.360679774997898,4.666666666666667,Major Strength
스트레스 해소,3,30.360679774997898,4.666666666666667,Major Strength
너무 재미있음,3,30.360679774997898,4.666666666666667,Major Strength
다양한 쿠키 캐릭터,3,30.563580765582586,4.666666666666667,Major Strength
광고 없는 쾌적한 플레이,3,30.563580765582586,4.666666666666667,Major Strength
기대감,3,30.563580765582586,4.666666666666667,Major Strength
간편한 조작,3,30.59079117745749,4.666666666666667,Major Strength
퍼주는 보상,3,30.68227023643381,4.666666666666667,Major Strength
몰입감 있는 게임성,3,30.68227023643381,4.666666666666667,Major Strength
이쁜 캐릭터 디자인,3,30.68227023643381,4.666666666666667,Major Strength
보석 보상,3,30.7087648960304,4.666666666666667,Major Strength
너무 재밌어요,3,30.766481756167277,4.666666666666667,Major Strength
모험의 재미,3,30.766481756167277,4.666666666666667,Major Strength
신나는 게임 플레이,3,30.766481756167277,4.666666666666667,Major Strength
쾌감,3,30.827454366881618,4.666666666666667,Major Strength
초보자 친화적인 시스템,3,30.827454366881618,4.666666666666667,Major Strength
유저 피드백 반영,3,30.885171227018496,4.666666666666667,Major Strength
다양한 미니게임,3,31.00386069786972,4.666666666666667,Major Strength
많은 업데이트,3,31.199494149211557,4.666666666666667,Major Strength
보상 많음,3,31.36330726265047,4.666666666666667,Major Strength
멋진 스킬,3,31.529376469163118,4.666666666666667,Major Strength
재미있는 쿠키 뽑기,3,31.554273876969553,4.666666666666667,Major Strength
운에 따른 재미,4,32.0,4.0,Major Strength
다양한 쿠키 디자인,3,32.019389970065966,4.666666666666667,Major Strength
무과금으로도 충분한 플레이 가능,3,32.05554154039081,4.666666666666667,Major Strength
다양한 재미 요소,3,32.0925859634693,4.666666666666667,Major Strength
짭짤한 보상,3,32.29998554922123,4.666666666666667,Major Strength
모험,5,32.35191276275276,3.8,Major Strength
중독성 있는 요소,3,33.54101966249685,5.0,Major Strength
강력 추천하는 게임,3,33.54101966249685,5.0,Major Strength
재미있어요,3,33.54101966249685,5.0,Major Strength
추천할 만한 게임,3,33.74392065308154,5.0,Major Strength
다양한 혜택,3,33.74392065308154,5.0,Major Strength
진짜 재밌음,3,33.74392065308154,5.0,Major Strength
재미있는 퀘스트,3,33.862610123932754,5.0,Major Strength
애니메이션,3,33.862610123932754,5.0,Major Strength
맛있는 보상,3,33.862610123932754,5.0,Major Strength
도파민 폭발,3,33.946821643666226,5.0,Major Strength
성우,5,33.963604617836594,4.6,Major Strength
재화 보상,5,34.054455929068936,4.6,Major Strength
훌륭한 애니메이션,3,34.06551111451745,5.0,Major Strength
탁월한 게임 디자인,3,34.268412105102136,5.0,Major Strength
개성 있는 쿠키,3,34.38710157595336,5.0,Major Strength
예쁜 디자인,4,34.441910797070484,4.0,Major Strength
싸우는 재미,3,34.471313095686824,5.0,Major Strength
무과금으로 즐길 수 있음,3,34.59000256653805,5.0,Major Strength
추억,6,34.61589227884238,4.166666666666667,Major Strength
성우 목소리,3,35.09776236456994,5.0,Major Strength
운빨 요소,4,35.32552401794676,4.25,Major Strength
높은 뽑기 확률,4,35.41045128995854,4.25,Major Strength
재미있게 플레이,4,35.47070814839457,4.25,Major Strength
도전적인 요소,4,35.47070814839457,4.25,Major Strength
다양한 보상,4,35.613352280543225,4.25,Major Strength
좋은 퀄리티,4,35.73204175139445,4.25,Major Strength
쿠키 퀄리티,4,36.59309075666799,4.25,Major Strength
쿠키 뽑기,10,36.81682659781963,4.0,Major Strength
목소리,5,37.10257860694284,4.8,Major Strength
간편한 플레이,5,37.48652068360225,3.8,Major Strength
쉬운 게임 플레이,4,38.50586390544571,4.5,Major Strength
재미있는 게임성,4,38.563580765582586,4.5,Major Strength
성장하는 재미,4,38.563580765582586,4.5,Major Strength
가족과 함께 즐길 수 있는 게임,4,38.563580765582586,4.5,Major Strength
재미있는 보상,4,38.651048035893524,4.5,Major Strength
재미있는 쿠키,4,38.68227023643381,4.5,Major Strength
재미있는 게임 진행,4,38.7087648960304,4.5,Major Strength
쿠키 모으기,4,38.91166588661509,4.5,Major Strength
몰입감 있는 스토리 전개,4,38.996593158626865,4.5,Major Strength
퀄리티 높은 그래픽,4,38.99913315692602,4.5,Major Strength
쿠키의 다양성,4,39.030355357466306,4.5,Major Strength
매력적인 스토리,4,39.06598152150749,4.5,Major Strength
다양한 쿠키 조합,4,39.14177728907468,4.5,Major Strength
새로운 콘텐츠,5,41.13721132559985,4.0,Major Strength
부드러운 게임 플레이,4,41.74392065308154,4.75,Major Strength
다양한 게임 요소,4,41.74392065308154,4.75,Major Strength
오랜 시간 즐길 수 있는 게임,4,41.74392065308154,4.75,Major Strength
아기자기한 그래픽,4,41.88910478352935,4.75,Major Strength
뽑기 쾌감,4,42.06551111451745,4.75,Major Strength
성우의 뛰어난 연기,4,42.33373163445182,4.75,Major Strength
키우는 재미,4,42.471313095686824,4.75,Major Strength
재미있는 스테이지,4,42.65197720564643,4.75,Major Strength
다양한 캐릭터 조합,5,43.41045128995854,4.2,Major Strength
무과금 플레이 가능,5,43.47070814839457,4.2,Major Strength
뽑기 시스템의 재미,5,43.55683219770453,4.2,Major Strength
다양한 모드,4,44.17112499078206,4.75,Major Strength
이벤트 보상,5,44.27901607434625,4.2,Major Strength
초보자 친화적,5,44.61612318576481,4.2,Major Strength
재미있는 콘텐츠,4,44.721359549995796,5.0,Major Strength
최고의 게임 경험,4,44.924260540580484,5.0,Major Strength
퀄리티 높은 스토리,4,44.924260540580484,5.0,Major Strength
행복한 경험,4,44.924260540580484,5.0,Major Strength
시간 가는 줄 모르는 재미,4,45.12716153116517,5.0,Major Strength
무료 보상,5,45.46793453092309,4.2,Major Strength
보상,37,45.92429866982812,3.7567567567567566,Major Strength
좋은 아이템,5,46.59079117745749,4.4,Major Strength
재미있는 스토리 전개,5,46.7087648960304,4.4,Major Strength
재미있는 업데이트,5,47.06583533697811,4.4,Major Strength
쿠키 뽑기의 재미,5,47.20709681842437,4.4,Major Strength
다양한 업데이트,5,47.50988362008229,4.4,Major Strength
크리스탈 보상,5,47.754043064924616,4.4,Major Strength
광고 없는 플레이,5,48.14453976294164,4.4,Major Strength
비스트 캐릭터,5,49.74392065308154,4.6,Major Strength
게임의 전반적인 재미,5,49.83138792339247,4.6,Major Strength
친구 추천,5,49.862610123932754,4.6,Major Strength
재미있는 캐릭터 디자인,5,49.88910478352935,4.6,Major Strength
잘 짜여진 스토리,5,50.29490676469872,4.6,Major Strength
업데이트 기대감,5,50.73045915604216,4.6,Major Strength
쉬운 접근성,6,51.84346368300282,4.166666666666667,Major Strength
쿠키 수집의 재미,6,52.24082765285742,4.166666666666667,Major Strength
다양한 요소,5,53.06944467102829,4.8,Major Strength
꿀잼,5,53.154371943040076,4.8,User Sentiment (Emotion)
예쁜 스킨,5,53.330062521749866,4.8,Major Strength
좋은 목소리,5,53.44875199260109,4.8,Major Strength
무과금 유저 친화적,6,53.792014652840216,4.166666666666667,Major Strength
다양한 스킬 조합,5,53.88176438564537,4.8,Major Strength
뽑기 맛,6,55.0840604289378,4.333333333333333,Major Strength
운이 좋음,6,55.29824653598282,4.333333333333333,Major Strength
강력한 추천,5,55.90169943749474,5.0,Major Strength
다양한 스킨,6,56.07326749956284,4.333333333333333,Major Strength
아름다운 디자인,5,56.104600428079436,5.0,Major Strength
스릴 넘치는 전투,5,56.307501418664124,5.0,Major Strength
맛있는 쿠키,6,58.00779425438057,4.5,Major Strength
매력적인 쿠키,5,58.28473785737598,5.0,Major Strength
각성 시스템,6,58.6099454391701,4.5,Major Strength
훌륭한 스토리,5,58.97924723268743,5.0,Major Strength
감동적인 스토리,6,59.793152757430676,4.5,Major Strength
지속적인 재미,6,60.721359549995796,4.666666666666667,Major Strength
캐릭터 개성,6,63.00830220015318,4.666666666666667,Major Strength
멋진 캐릭터 디자인,6,64.30750141866412,4.833333333333333,Major Strength
뽑기하는 맛,6,64.30750141866412,4.833333333333333,Major Strength
시간 가는 줄 모름,6,64.65558653969663,4.833333333333333,Major Strength
고퀄리티 그래픽,6,65.06937181238716,4.833333333333333,Major Strength
귀여운 쿠키들,7,66.44080664742485,4.428571428571429,Major Strength
다양한 컨텐츠,7,66.61049274777052,4.428571428571429,Major Strength
귀여운 디자인,7,67.62392617260058,4.428571428571429,Major Strength
인생 게임,6,67.80943176759898,5.0,Major Strength
재미있는 게임 메커니즘,6,68.1310222290349,5.0,Major Strength
빠른 업데이트,7,68.64786377195723,4.428571428571429,Major Strength
멋진 쿠키 디자인,7,69.47596240447598,4.571428571428571,Major Strength
지속적인 업데이트,8,69.64613760111351,4.125,Major Strength
힐링 요소,8,72.15850438325631,4.25,Major Strength
풍부한 스토리,7,72.45268554911193,4.714285714285714,Major Strength
몰입감 있는 게임 플레이,7,72.77427601054785,4.714285714285714,Major Strength
모으는 재미,7,72.86609019949412,4.714285714285714,Major Strength
매력적인 캐릭터 디자인,7,73.04683603973491,4.714285714285714,Major Strength
예쁜 쿠키 디자인,7,73.52830593251068,4.714285714285714,Major Strength
사랑스러운 캐릭터,7,75.63302543661088,4.857142857142857,Major Strength
최고의 게임,7,75.80943176759898,4.857142857142857,Major Strength
달달한 보상,7,76.71425486046518,4.857142857142857,Major Strength
높은 확률,8,77.76739631514124,4.5,Major Strength
완벽한 게임 디자인,7,78.78687066451324,5.0,Major Strength
다양한 스토리,8,80.4801989468893,4.5,Major Strength
무과금으로도 가능,8,80.51365815982628,4.625,Major Strength
